dataset_idx,visual_cued_base,question_base,ans_orig_base,ans_blank_base,same_orig_blank_base,swap_k_base,swap_same_rate_base,mdi_orig_base,aei_t_orig_base,aei_o_orig_base,at_orig_base,ao_orig_base,mdi_blank_base,aei_t_blank_base,aei_o_blank_base,at_blank_base,ao_blank_base,effrank_text_orig_base,effrank_image_orig_base,cka_ti_orig_base,effrank_text_blank_base,effrank_image_blank_base,cka_ti_blank_base,visual_cued_reg,question_reg,ans_orig_reg,ans_blank_reg,same_orig_blank_reg,swap_k_reg,swap_same_rate_reg,mdi_orig_reg,aei_t_orig_reg,aei_o_orig_reg,at_orig_reg,ao_orig_reg,mdi_blank_reg,aei_t_blank_reg,aei_o_blank_reg,at_blank_reg,ao_blank_reg,effrank_text_orig_reg,effrank_image_orig_reg,cka_ti_orig_reg,effrank_text_blank_reg,effrank_image_blank_reg,cka_ti_blank_reg,dominant_base,dominant_reg,dominance_transition
0,1,Which animal's mouth is also adapted for bottom feeding?,b,b,1,4,1.0,252.60889665670635,9.655975002569956,0.0382249997144493,0.9655975002569956,0.0344024997430043,264.833840068483,9.671333535776688,0.0365184960248123,0.9671333535776688,0.0328666464223311,33.16337973442967,19.35390487183882,0.2860322296619415,33.35550715637067,9.914945869842311,0.2193090617656707,1,Which animal's mouth is also adapted for bottom feeding?,b,b,1,4,1.0,257.56184773187977,9.66236728636978,0.0375147459589133,0.966236728636978,0.0337632713630219,277.4400702000162,9.68579814989867,0.0349113166779255,0.968579814989867,0.031420185010133,33.761270053660375,19.670072535350773,0.295701116323471,34.58227127395928,10.11163366772141,0.2320113778114318,1,1,keep
1,0,Which of the following could Wendy's test show?,c,c,1,4,1.0,136.58569364916625,5.836717437049188,0.0427330072506815,0.964327228729866,0.0356727712701341,153.86771646395894,5.860197332306612,0.0380859446476497,0.9682065157723968,0.0317934842276033,29.69480567606136,18.668376703808622,0.224652424454689,29.63815064632333,9.918735937461411,0.2221749722957611,0,Which of the following could Wendy's test show?,c,c,1,4,1.0,142.9000265529762,5.84593223445668,0.0409092452637821,0.9658496735189296,0.0341503264810702,160.67438235937027,5.868100905734939,0.0365216957399601,0.9695123235562072,0.0304876764437928,30.4042237299618,18.865448990532634,0.2294657826423645,30.445062618929647,10.115021410970328,0.2277113497257232,0,0,none
2,1,Does this passage describe the weather or the climate?,b,b,1,4,1.0,256.2855322957345,10.68399632524348,0.0416878636477807,0.9620660198086544,0.0379339801913454,283.14689574569974,10.72258359956592,0.0378693312929558,0.9655407032784478,0.0344592967215521,31.860124409359155,13.365488829942048,0.2024991810321808,30.011333345370925,9.914945869842311,0.2063752263784408,1,Does this passage describe the weather or the climate?,b,b,1,4,1.0,272.8908496403885,10.708714931353583,0.0392417515848016,0.964291865856484,0.0357081341435161,291.8498769160412,10.733613227972295,0.0367778576485749,0.9665338925662256,0.0334661074337744,33.10530800204492,13.583142451789318,0.2122989296913147,30.76924275622349,10.11163366772141,0.2276976555585861,1,1,keep
3,1,Which animal's feet are also adapted for grabbing prey?,b,b,1,4,1.0,263.177507680162,9.415058422484616,0.0357745557569709,0.9679032023115026,0.0320967976884973,257.1742930038941,9.408009612931762,0.0365822318515688,0.9671785583387792,0.0328214416612206,35.75684414399285,15.35549585165904,0.22002013027668,35.18110697564377,9.918735937461411,0.2027294635772705,1,Which animal's feet are also adapted for grabbing prey?,b,b,1,4,1.0,253.21381414833604,9.40318244042214,0.0371353453682966,0.9666823069592853,0.0333176930407147,268.84330379958345,9.421431369569392,0.0350443222368404,0.9685583650959187,0.0314416349040811,36.605465272128576,15.755319718699187,0.2273385822772979,36.01398610045832,10.115021410970328,0.2139631062746048,1,1,keep
4,0,"Is the following statement about our solar system true or false?
Jupiter's volume is more than 10,000 times as large as the volume of Mars.",b,b,1,4,1.0,188.96238522740376,7.507249518142357,0.0397288037463534,0.9653800439366118,0.0346199560633881,218.96757474562077,7.543033537244563,0.0344481759274516,0.9699816197666988,0.0300183802333012,29.22160834061844,19.803731139333543,0.2647886574268341,29.85440805186009,9.918735937461411,0.1731055527925491,0,"Is the following statement about our solar system true or false?
Jupiter's volume is more than 10,000 times as large as the volume of Mars.",b,b,1,4,1.0,195.92393548900577,7.516495656555223,0.0383643562375104,0.9665690329912164,0.0334309670087836,233.82809791313403,7.557451371145268,0.0323205441886322,0.9718356528704204,0.0281643471295796,29.22332923395101,20.157405686432394,0.2691034376621246,29.83828336997344,10.115021410970328,0.1771527528762817,0,0,none
5,0,What is the capital of Massachusetts?,d,d,1,4,1.0,221.19491712749956,9.237969767366986,0.0417639333097428,0.9625878295701216,0.0374121704298785,242.93537246797447,9.269002769930747,0.0381541916920832,0.9658214394795646,0.0341785605204354,32.1560727305555,10.08909613208339,0.1558945477008819,31.778965459706143,9.918735937461411,0.1800185590982437,0,What is the capital of Massachusetts?,d,d,1,4,1.0,236.14354078052324,9.259900055651222,0.039213014360014,0.9648729451456172,0.0351270548543827,258.1663910283583,9.287730823014764,0.0359757549618244,0.9677728851352864,0.0322271148647136,33.215763853383415,10.33246776087626,0.1670283079147339,32.755953132867646,10.115021410970328,0.196919173002243,0,0,none
6,0,Is Lithops bromfieldii made up of many cells?,b,b,1,4,1.0,219.52770013882463,10.155880847499688,0.0462624117187823,0.9581019667452536,0.0418980332547462,276.62643956067785,10.244477288135265,0.0370336158192432,0.9664601215221948,0.0335398784778052,32.64400641870079,19.202815439288564,0.289861112833023,31.56046565771633,9.914945869842311,0.220109224319458,0,Is Lithops bromfieldii made up of many cells?,a,b,0,4,0.25,230.82467824113203,10.176748939649444,0.0440886521198494,0.96007065468391,0.03992934531609,290.683746033427,10.26112051902845,0.0352999459345362,0.9680302376441936,0.0319697623558064,32.59931627778797,19.74591028790117,0.2984611093997955,32.791201315309124,10.11163366772141,0.2353687286376953,0,0,none
7,0,Which bird's beak is also adapted to tear through meat?,b,b,1,4,1.0,218.8367844771829,9.354223648141575,0.0427452069837778,0.9616491600893208,0.0383508399106792,255.14251007071164,9.40555130436746,0.0368639130412284,0.9669258350284304,0.0330741649715694,34.54279176305578,10.48803396953505,0.1696028858423233,34.387283309498336,9.918735937461411,0.2218111902475357,0,Which bird's beak is also adapted to tear through meat?,b,b,1,4,1.0,228.33823471439268,9.36917524232182,0.0410320034839581,0.96318623986486,0.03681376013514,266.33917603370054,9.418647075667938,0.0353633559130489,0.968272129274274,0.0317278707257261,35.393572209894536,10.609141467195434,0.176560491323471,35.18247421842508,10.115021410970328,0.2333275526762008,0,0,none
8,1,Which of these states is farthest north?,d,d,1,4,1.0,191.43150722169776,9.184545345200966,0.0479782324158598,0.957021054632138,0.0429789453678619,241.29358358374276,9.266847720025265,0.0384048658998391,0.9655968852903464,0.0344031147096537,29.908902126784675,8.83044992056779,0.1756246536970138,29.63653957695788,9.918735937461411,0.1711814403533935,1,Which of these states is farthest north?,b,c,0,4,0.25,206.89016246996772,9.21413515707447,0.0445363619375184,0.960104285418335,0.039895714581665,258.9875932139869,9.288679998614224,0.035865347383415,0.9678717883470496,0.0321282116529503,30.60661037782627,8.987379228589683,0.1769036054611206,30.208302912579324,10.115021410970328,0.1852022409439087,1,0,fixed
9,1,Which property do these three objects have in common?,c,b,0,4,0.0,175.72904756768418,9.641241204931108,0.0548642432106602,0.9505449075284188,0.049455092471581,245.56863267387985,9.778779754969094,0.0398209643002553,0.9641050462645584,0.0358949537354414,32.71362888862567,6.7860866449414425,0.191724881529808,32.47992777337746,9.914945869842311,0.192080557346344,1,Which property do these three objects have in common?,c,b,0,4,0.0,178.28378626469316,9.648078534055491,0.0541164103376806,0.9512190103998373,0.0487809896001628,256.397828391532,9.793627443118565,0.038196998408907,0.9655689028426754,0.0344310971573246,33.345067062706214,6.980997996173467,0.1882230639457702,33.413746915355944,10.11163366772141,0.2015652507543563,0,0,none
